test	status	suite	shard	exit	cycles	wall_s	perm	detail
test_frontend_cl.TestEndToEndBTBMissAndTraining::test_btb_miss_then_training_flow	FAIL	block-FrontEnd	none			0		AssertionError: PlaceholderOnly squash should have occurred assert 0 > 0  +  where 0 = len([]) self = <FrontEnd.test_frontend_cl.TestEndToEndBTBMissAndTraining object at 0x7f7f3340aa50>      def test_btb_miss_then_training_flow(self):         """After BTB miss placeholder, training via bc_commit_bb_idx triggers BPU update.              Flow:           1. Same BTB miss setup → PlaceholderOnly squas
test_frontend_cl.TestEndToEndBTBMissAndTraining::test_prediction_switch_not_taken_to_taken	FAIL	block-FrontEnd	none			0		AssertionError: PlaceholderOnly squash required for training test assert 0 > 0  +  where 0 = len([]) self = <FrontEnd.test_frontend_cl.TestEndToEndBTBMissAndTraining object at 0x7f7f33409ca0>      def test_prediction_switch_not_taken_to_taken(self):         """BPU update with branch_taken=True trains predictor after placeholder.              After a BTB miss PlaceholderOnly, the BPU has a placehol
test_frontend_cl.TestFTQToFetchDataPath::test_ftq_head_cleared_after_squash	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFTQToFetchDataPath::test_ftq_head_committed_to_fetch_after_tick	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFTQToFetchDataPath::test_ftq_is_full_back_pressure	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFTQToFetchDataPath::test_ftq_read_head_after_bac_generation	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFTQToFetchDataPath::test_ftq_read_head_after_pop	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFTQToFetchDataPath::test_ftq_read_head_after_squash	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFTQToFetchDataPath::test_ftq_read_head_multiple_entries	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFetchToDecodeDrain::test_decode_drain_sel_triggers_fetch_drain	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFetchToDecodeDrain::test_decode_drain_with_dr_pop_and_field_check	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFetchToDecodeDrain::test_fetch_drain_end_to_end_with_icache	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFetchToDecodeDrain::test_fetch_drain_multiple_instructions	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFetchToDecodeDrain::test_fetch_drain_stalled_by_drain_stall	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFetchToDecodeDrain::test_fetch_drain_without_decode_selection	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFrontendIntegration::test_bac_backward_ctrl_dispatched	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFrontendIntegration::test_clear_interrupt_via_backward_bus	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFrontendIntegration::test_drain_stall_via_backward_bus	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFrontendIntegration::test_ftq_full_stops_bac_generation	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFrontendIntegration::test_interrupt_pending_via_backward_bus	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFrontendIntegration::test_multiple_ticks_advance_pipeline	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestFrontendIntegration::test_trap_pending_via_backward_bus	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestICacheAccessFlow::test_icache_resp_consumed_after_tick	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestICacheAccessFlow::test_icache_resp_forwarded_to_fetch	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestICacheAccessFlow::test_icache_resp_with_synthetic_instructions	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestICacheAccessFlow::test_itlb_resp_consumed_after_tick	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestICacheAccessFlow::test_itlb_resp_forwarded_to_fetch	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestInternalInterfaces::test_ftq_empty_after_squash_then_refill	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestInternalInterfaces::test_ftq_push_head_fields_match_ftq	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestInternalInterfaces::test_ftq_push_to_fetch	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestInternalInterfaces::test_per_thread_round_trip_inst_count	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestInternalInterfaces::test_per_thread_round_trip_tick_req	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestInternalInterfaces::test_pop_head_clear_history_buffered_before_dispatch	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestInternalInterfaces::test_pop_head_clear_history_dispatched	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestSquashFlow::test_commit_squash_forwarded_to_fetch	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestSquashFlow::test_commit_squash_priority_over_decode	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestSquashFlow::test_commit_squash_redirects_bac	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestSquashFlow::test_commit_squash_with_mispredict	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestSquashFlow::test_decode_squash_via_backward_ctrl	PASS	block-FrontEnd	none			0		
test_frontend_cl.TestSquashFlow::test_squashing_is_one_cycle_transient	PASS	block-FrontEnd	none			0		
test_icache_cl.TestBackpressure::test_i51_ready_after_reset	PASS	block-ICache	none			0		
test_icache_cl.TestBackpressure::test_i52_not_ready_when_mshr_full	PASS	block-ICache	none			0		
test_icache_cl.TestBackpressure::test_i53_ready_after_mshr_freed	PASS	block-ICache	none			0		
test_icache_cl.TestCacheHit::test_i11_single_hit	PASS	block-ICache	none			0		
test_icache_cl.TestCacheHit::test_i12_multiple_hits_same_cycle	PASS	block-ICache	none			0		
test_icache_cl.TestCacheHit::test_i13_hit_updates_plru	PASS	block-ICache	none			0		
test_icache_cl.TestCacheHit::test_i14_hit_does_not_allocate_mshr	PASS	block-ICache	none			0		
test_icache_cl.TestCacheHit::test_i15_miss_after_hit_line_invalidated	PASS	block-ICache	none			0		
test_icache_cl.TestCacheMissFill::test_i16_miss_allocates_mshr	PASS	block-ICache	none			0		
test_icache_cl.TestCacheMissFill::test_i17_miss_issues_memory_request	PASS	block-ICache	none			0		
test_icache_cl.TestCacheMissFill::test_i18_fill_completes_miss	PASS	block-ICache	none			0		
test_icache_cl.TestCacheMissFill::test_i19_fill_writes_cache	PASS	block-ICache	none			0		
test_icache_cl.TestCacheMissFill::test_i20_miss_frees_mshr_after_fill	PASS	block-ICache	none			0		
test_icache_cl.TestExternalITLBMiss::test_i36_itlb_miss_allocates_ptw_mshr	PASS	block-ICache	none			0		
test_icache_cl.TestExternalITLBMiss::test_i37_itlb_late_response_retrys_miss	PASS	block-ICache	none			0		
test_icache_cl.TestExternalITLBMiss::test_i38_itlb_late_fault_responds	PASS	block-ICache	none			0		
test_icache_cl.TestExternalITLBMiss::test_i39_itlb_late_perm_denied	PASS	block-ICache	none			0		
test_icache_cl.TestExternalITLBMiss::test_i40_ptw_then_fill	PASS	block-ICache	none			0		
test_icache_cl.TestFlush::test_i41_flush_all_invalidates_everything	PASS	block-ICache	none			0		
test_icache_cl.TestFlush::test_i42_flush_all_ack	PASS	block-ICache	none			0		
test_icache_cl.TestFlush::test_i43_flush_by_va_invalidates_match	PASS	block-ICache	none			0		
test_icache_cl.TestFlush::test_i44_flush_by_va_preserves_unrelated	PASS	block-ICache	none			0		
test_icache_cl.TestFlush::test_i45_flush_by_range	PASS	block-ICache	none			0		
test_icache_cl.TestICacheConstruction::test_i0_default_construction	PASS	block-ICache	none			0		
test_icache_cl.TestICacheConstruction::test_i10_custom_mshr_config	PASS	block-ICache	none			0		
test_icache_cl.TestICacheConstruction::test_i2_derived_parameters	PASS	block-ICache	none			0		
test_icache_cl.TestICacheConstruction::test_i3_initial_tag_array_invalid	PASS	block-ICache	none			0		
test_icache_cl.TestICacheConstruction::test_i4_initial_plru_zero	PASS	block-ICache	none			0		
test_icache_cl.TestICacheConstruction::test_i5_initial_mshr_free	PASS	block-ICache	none			0		
test_icache_cl.TestICacheConstruction::test_i6_initial_response_queue_empty	PASS	block-ICache	none			0		
test_icache_cl.TestICacheConstruction::test_i7_initial_asid_zero	PASS	block-ICache	none			0		
test_icache_cl.TestICacheConstruction::test_i8_initial_flush_inactive	PASS	block-ICache	none			0		
test_icache_cl.TestICacheConstruction::test_i9_custom_cache_size	PASS	block-ICache	none			0		
test_icache_cl.TestITLBFault::test_i31_translation_fault_response	PASS	block-ICache	none			0		
test_icache_cl.TestITLBFault::test_i32_permission_denied_no_execute	PASS	block-ICache	none			0		
test_icache_cl.TestITLBFault::test_i33_fault_does_not_allocate_mshr	PASS	block-ICache	none			0		
test_icache_cl.TestITLBFault::test_i34_hit_permission_denied	PASS	block-ICache	none			0		
test_icache_cl.TestInterface::test_i61_fetch_request_port	PASS	block-ICache	none			0		
test_icache_cl.TestInterface::test_i62_fetch_response_port	PASS	block-ICache	none			0		
test_icache_cl.TestInterface::test_i63_itlb_ports	PASS	block-ICache	none			0		
test_icache_cl.TestInterface::test_i64_memory_ports	PASS	block-ICache	none			0		
test_icache_cl.TestInterface::test_i65_flush_ports	PASS	block-ICache	none			0		
test_icache_cl.TestMSHRCoalescing::test_i26_two_requests_same_line_coalesce	PASS	block-ICache	none			0		
test_icache_cl.TestMSHRCoalescing::test_i27_coalesced_waiters_both_respond	PASS	block-ICache	none			0		
test_icache_cl.TestMSHRCoalescing::test_i28_different_lines_allocate_separate_mshrs	PASS	block-ICache	none			0		
test_icache_cl.TestMSHRCoalescing::test_i29_coalesce_only_same_line	PASS	block-ICache	none			0		
test_icache_cl.TestMemoryError::test_i56_memory_error_fault	PASS	block-ICache	none			0		
test_icache_cl.TestMemoryError::test_i57_memory_error_frees_mshr	PASS	block-ICache	none			0		
test_icache_cl.TestMemoryError::test_i58_memory_error_does_not_fill_cache	PASS	block-ICache	none			0		
test_icache_cl.TestPLRU::test_i46_plru_replace_initial	PASS	block-ICache	none			0		
test_icache_cl.TestPLRU::test_i47_plru_replace_after_access	PASS	block-ICache	none			0		
test_icache_cl.TestPLRU::test_i48_fill_uses_plru_victim	PASS	block-ICache	none			0		
test_icache_cl.TestPLRU::test_i49_plru_updates_on_fill	PASS	block-ICache	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestBranchClusterWiring::test_branch_cluster_has_dedicated_fus	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestBranchClusterWiring::test_branch_cluster_wires_are_connected	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestCSRFileIntegration::test_csr_file_is_csr_file_cl_instance	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestCSRFileIntegration::test_csr_file_uses_iew_max_threads	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestCSRFileIntegration::test_iew_exposes_csr_file_sub_component	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestCSRWiringReadOperand::test_all_five_read_operand_clusters_have_csr_read_wired	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestCSRWiringReadOperand::test_csr_read_returns_misa_default	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestCSRWiringReadOperand::test_csr_read_returns_zero_for_uninitialized_csr	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestCSRWiringWriteBack::test_wb_csr_write_committed_to_csr_file_after_tick	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestCSRWiringWriteBack::test_wb_csr_write_rdy_follows_csr_file_write_rdy	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EFloatCluster::test_fadd_s_completes_through_float_cluster	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EIcSquashFunctional::test_ic_squash_clears_iq_entries	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EIcSquashFunctional::test_ic_squash_clears_lsq_load_entry	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EIntCluster::test_add_completes_through_int_cluster	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EIntCluster::test_addi_imm_completes_through_int_cluster	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2ELoadMemoryPath::test_load_completes_through_memory_path	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EMemClusterFUExecution::test_mem_cluster_wires_fire_on_load	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EMemLoadPath::test_load_inserts_into_lsq_and_mem_iq	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EMemLoadPath::test_load_routes_to_mem_iq_not_int_iq	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EMispredictToCommit::test_beq_mispredict_fires_iew_to_commit	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EMispredictToCommit::test_mispredict_per_thread_isolation	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureAmoAddWord::test_amo_add_creates_sq_but_not_lq	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureBackToBackIntMultSingleFU::test_two_intmult_ops_both_complete	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureBackwardBusFreeEntries::test_free_iq_entries_decrease_after_dispatch	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureBackwardBusIewBlock::test_iew_block_and_unblock	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureBranchClusterFUExecution::test_beq_through_branch_cluster_wires_fire	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureCSRWrite::test_csrrw_fires_wb_csr_write	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureCommitLoadsPath::test_commit_loads_frees_lq_entry	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureCsrWriteFullSignals::test_csrrw_wb_csr_write_all_signals	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureDependentInstructions::test_dependent_adds_raw_bypass	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureDirectCompletePath::test_faulted_lw_fires_direct_complete	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureDrainComplete::test_drain_complete_after_instructions	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureDrainHoldsAfterStallsDrainDeasserts::test_drain_holds_after_deassert	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureFaultPreExecPath::test_pre_exec_fault_fires_wb_fault	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureFaultTranslationPath::test_load_translation_fault_fires_wb_fault	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureFenceExecution::test_fence_complete_clears_lq_sq_fence_entries	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureFencePassThrough::test_fence_complete_alias_and_forwarding	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureFuAllocNoContentionModel::test_two_mul_ops_both_complete_no_contention	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureIcSquashFunctional::test_squashed_add_issues_with_squashed_flag	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureIqFullBackpressure::test_iq_full_rdy_returns_false	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureLSQLoadPath::test_lw_load_path_fires_dtlb_req	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureLSQStorePath::test_sw_store_path_fires_dtlb_req	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureLoadDataReturnPath::test_load_data_flows_through_lsq_execute_resp	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureLsqInsertRdyGap::test_insert_load_rdy_always_true	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureMemClusterWiresFunctional::test_lw_through_mem_cluster_wires_fire	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureMemViolationToCommit::test_mem_violation_fires_iew_to_commit	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureMispredictToCommit::test_beq_taken_pred_not_taken_fires_iew_to_commit	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureMispredictToCommit::test_bne_not_taken_pred_taken_fires_iew_to_commit	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureMispredictToCommit::test_jal_unconditional_pred_not_taken_fires_iew_to_commit	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureNonSpecInstReady::test_non_spec_inst_ready_clears_sq_entry	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureSCFailurePath::test_sc_fails_when_reservation_not_set	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureSCPath::test_lr_then_sc_succeeds_with_reservation	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureSRETFault::test_sret_u_mode_fires_wb_fault	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureSnoopInv::test_snoop_inv_reissues_inflight_load	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureSplitLoadPath::test_split_load_issues_two_dcache_reqs	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureSquashDuringFuCompute::test_fadd_squash_mid_compute_suppresses_rf_write	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureSquashDuringLsqExecute::test_load_squash_in_lsq_suppresses_rf_write	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureSquashEffect::test_add_squash_before_issue_suppresses_rf_write	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureSquashEffect::test_intmult_squash_mid_flight_suppresses_rf_write	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureSquashThreadIsolation::test_squash_tid0_isolates_tid1	PASS	block-IEW	none			0		
src.cpu.pyo3.pymtl3.o3-block-tests.IEW.test_iew_cl.TestE2EPureStoreDTLBFullSignals::test_store_dtlb_req_all_signals	PASS	block-IEW	none			0		
